Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
12/6/1999,AQS,410170113,1,4.8,ug/m3 LC,20,,1,100,88101,PM2.5 - Local Conditions,13460,"Bend-Redmond, OR",41,Oregon,17,Deschutes,44.06233943,-121.3228102
12/7/1999,AQS,410170113,1,6.2,ug/m3 LC,26,,1,100,88101,PM2.5 - Local Conditions,13460,"Bend-Redmond, OR",41,Oregon,17,Deschutes,44.06233943,-121.3228102
12/8/1999,AQS,410170113,1,10.5,ug/m3 LC,44,,1,100,88101,PM2.5 - Local Conditions,13460,"Bend-Redmond, OR",41,Oregon,17,Deschutes,44.06233943,-121.3228102
12/9/1999,AQS,410170113,1,13.3,ug/m3 LC,54,,1,100,88101,PM2.5 - Local Conditions,13460,"Bend-Redmond, OR",41,Oregon,17,Deschutes,44.06233943,-121.3228102
12/10/1999,AQS,410170113,1,11.4,ug/m3 LC,48,,1,100,88101,PM2.5 - Local Conditions,13460,"Bend-Redmond, OR",41,Oregon,17,Deschutes,44.06233943,-121.3228102
12/11/1999,AQS,410170113,1,9.6,ug/m3 LC,40,,1,100,88101,PM2.5 - Local Conditions,13460,"Bend-Redmond, OR",41,Oregon,17,Deschutes,44.06233943,-121.3228102
12/12/1999,AQS,410170113,1,3.7,ug/m3 LC,15,,1,100,88101,PM2.5 - Local Conditions,13460,"Bend-Redmond, OR",41,Oregon,17,Deschutes,44.06233943,-121.3228102
12/13/1999,AQS,410170113,1,4,ug/m3 LC,17,,1,100,88101,PM2.5 - Local Conditions,13460,"Bend-Redmond, OR",41,Oregon,17,Deschutes,44.06233943,-121.3228102
12/14/1999,AQS,410170113,1,3.8,ug/m3 LC,16,,1,100,88101,PM2.5 - Local Conditions,13460,"Bend-Redmond, OR",41,Oregon,17,Deschutes,44.06233943,-121.3228102
12/15/1999,AQS,410170113,1,2.3,ug/m3 LC,10,,1,100,88101,PM2.5 - Local Conditions,13460,"Bend-Redmond, OR",41,Oregon,17,Deschutes,44.06233943,-121.3228102
12/16/1999,AQS,410170113,1,7.1,ug/m3 LC,30,,1,100,88101,PM2.5 - Local Conditions,13460,"Bend-Redmond, OR",41,Oregon,17,Deschutes,44.06233943,-121.3228102
12/17/1999,AQS,410170113,1,3.3,ug/m3 LC,14,,1,100,88101,PM2.5 - Local Conditions,13460,"Bend-Redmond, OR",41,Oregon,17,Deschutes,44.06233943,-121.3228102
12/18/1999,AQS,410170113,1,9.3,ug/m3 LC,39,,1,100,88101,PM2.5 - Local Conditions,13460,"Bend-Redmond, OR",41,Oregon,17,Deschutes,44.06233943,-121.3228102
12/19/1999,AQS,410170113,1,8.9,ug/m3 LC,37,,1,100,88101,PM2.5 - Local Conditions,13460,"Bend-Redmond, OR",41,Oregon,17,Deschutes,44.06233943,-121.3228102
12/20/1999,AQS,410170113,1,13.3,ug/m3 LC,54,,1,100,88101,PM2.5 - Local Conditions,13460,"Bend-Redmond, OR",41,Oregon,17,Deschutes,44.06233943,-121.3228102
12/21/1999,AQS,410170113,1,16.2,ug/m3 LC,60,,1,100,88101,PM2.5 - Local Conditions,13460,"Bend-Redmond, OR",41,Oregon,17,Deschutes,44.06233943,-121.3228102
12/22/1999,AQS,410170113,1,22.2,ug/m3 LC,72,,1,100,88101,PM2.5 - Local Conditions,13460,"Bend-Redmond, OR",41,Oregon,17,Deschutes,44.06233943,-121.3228102
12/23/1999,AQS,410170113,1,16.5,ug/m3 LC,60,,1,100,88101,PM2.5 - Local Conditions,13460,"Bend-Redmond, OR",41,Oregon,17,Deschutes,44.06233943,-121.3228102
12/24/1999,AQS,410170113,1,25.2,ug/m3 LC,79,,1,100,88101,PM2.5 - Local Conditions,13460,"Bend-Redmond, OR",41,Oregon,17,Deschutes,44.06233943,-121.3228102
12/25/1999,AQS,410170113,1,10.4,ug/m3 LC,43,,1,100,88101,PM2.5 - Local Conditions,13460,"Bend-Redmond, OR",41,Oregon,17,Deschutes,44.06233943,-121.3228102
12/26/1999,AQS,410170113,1,8.9,ug/m3 LC,37,,1,100,88101,PM2.5 - Local Conditions,13460,"Bend-Redmond, OR",41,Oregon,17,Deschutes,44.06233943,-121.3228102
12/27/1999,AQS,410170113,1,26.9,ug/m3 LC,82,,1,100,88101,PM2.5 - Local Conditions,13460,"Bend-Redmond, OR",41,Oregon,17,Deschutes,44.06233943,-121.3228102
12/28/1999,AQS,410170113,1,22.6,ug/m3 LC,73,,1,100,88101,PM2.5 - Local Conditions,13460,"Bend-Redmond, OR",41,Oregon,17,Deschutes,44.06233943,-121.3228102
12/29/1999,AQS,410170113,1,18.7,ug/m3 LC,65,,1,100,88101,PM2.5 - Local Conditions,13460,"Bend-Redmond, OR",41,Oregon,17,Deschutes,44.06233943,-121.3228102
12/30/1999,AQS,410170113,1,16.3,ug/m3 LC,60,,1,100,88101,PM2.5 - Local Conditions,13460,"Bend-Redmond, OR",41,Oregon,17,Deschutes,44.06233943,-121.3228102
12/31/1999,AQS,410170113,1,13.2,ug/m3 LC,53,,1,100,88101,PM2.5 - Local Conditions,13460,"Bend-Redmond, OR",41,Oregon,17,Deschutes,44.06233943,-121.3228102
1/1/1999,AQS,410290133,1,25,ug/m3 LC,78,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/2/1999,AQS,410290133,1,33.3,ug/m3 LC,96,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/3/1999,AQS,410290133,1,38.4,ug/m3 LC,108,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/4/1999,AQS,410290133,1,54,ug/m3 LC,147,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/5/1999,AQS,410290133,1,46.6,ug/m3 LC,128,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/6/1999,AQS,410290133,1,49.1,ug/m3 LC,134,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/7/1999,AQS,410290133,1,26.5,ug/m3 LC,81,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/8/1999,AQS,410290133,1,39.7,ug/m3 LC,111,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/9/1999,AQS,410290133,1,46.5,ug/m3 LC,128,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/10/1999,AQS,410290133,1,46,ug/m3 LC,127,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/11/1999,AQS,410290133,1,28.4,ug/m3 LC,85,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/12/1999,AQS,410290133,1,18.1,ug/m3 LC,64,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/13/1999,AQS,410290133,1,22.8,ug/m3 LC,74,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/14/1999,AQS,410290133,1,24.7,ug/m3 LC,77,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/15/1999,AQS,410290133,1,19.8,ug/m3 LC,67,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/16/1999,AQS,410290133,1,9.3,ug/m3 LC,39,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/17/1999,AQS,410290133,1,8.3,ug/m3 LC,35,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/18/1999,AQS,410290133,1,9.9,ug/m3 LC,41,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/19/1999,AQS,410290133,1,13.9,ug/m3 LC,55,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/20/1999,AQS,410290133,1,13.6,ug/m3 LC,54,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/21/1999,AQS,410290133,1,7.1,ug/m3 LC,30,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/22/1999,AQS,410290133,1,11.1,ug/m3 LC,46,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/23/1999,AQS,410290133,1,10.4,ug/m3 LC,43,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/24/1999,AQS,410290133,1,20.5,ug/m3 LC,69,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/25/1999,AQS,410290133,1,23.8,ug/m3 LC,76,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/26/1999,AQS,410290133,1,26.2,ug/m3 LC,81,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/27/1999,AQS,410290133,1,23.7,ug/m3 LC,75,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/28/1999,AQS,410290133,1,17.5,ug/m3 LC,62,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/29/1999,AQS,410290133,1,6.5,ug/m3 LC,27,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/30/1999,AQS,410290133,1,14,ug/m3 LC,55,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
1/31/1999,AQS,410290133,1,12.5,ug/m3 LC,52,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
2/1/1999,AQS,410290133,1,15.5,ug/m3 LC,58,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
2/3/1999,AQS,410290133,1,21.5,ug/m3 LC,71,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
2/4/1999,AQS,410290133,1,8.5,ug/m3 LC,35,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
2/5/1999,AQS,410290133,1,12.7,ug/m3 LC,52,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
2/6/1999,AQS,410290133,1,2.9,ug/m3 LC,12,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
2/7/1999,AQS,410290133,1,7.3,ug/m3 LC,30,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
2/8/1999,AQS,410290133,1,16.4,ug/m3 LC,60,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
2/9/1999,AQS,410290133,1,6.5,ug/m3 LC,27,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
2/10/1999,AQS,410290133,1,9.3,ug/m3 LC,39,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
2/11/1999,AQS,410290133,1,9.6,ug/m3 LC,40,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
2/12/1999,AQS,410290133,1,7.8,ug/m3 LC,33,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
2/13/1999,AQS,410290133,1,11,ug/m3 LC,46,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
2/14/1999,AQS,410290133,1,10.4,ug/m3 LC,43,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
2/15/1999,AQS,410290133,1,10.3,ug/m3 LC,43,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
2/16/1999,AQS,410290133,1,8.1,ug/m3 LC,34,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
2/17/1999,AQS,410290133,1,5.5,ug/m3 LC,23,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
2/18/1999,AQS,410290133,1,3,ug/m3 LC,13,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
2/19/1999,AQS,410290133,1,11.5,ug/m3 LC,48,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
2/20/1999,AQS,410290133,1,7.5,ug/m3 LC,31,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
2/21/1999,AQS,410290133,1,3.6,ug/m3 LC,15,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
2/22/1999,AQS,410290133,1,5.9,ug/m3 LC,25,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
2/23/1999,AQS,410290133,1,4.6,ug/m3 LC,19,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
2/24/1999,AQS,410290133,1,3.4,ug/m3 LC,14,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
2/25/1999,AQS,410290133,1,6.5,ug/m3 LC,27,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
2/26/1999,AQS,410290133,1,13.9,ug/m3 LC,55,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/1/1999,AQS,410290133,1,8.4,ug/m3 LC,35,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/2/1999,AQS,410290133,1,20.7,ug/m3 LC,69,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/3/1999,AQS,410290133,1,5.6,ug/m3 LC,23,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/4/1999,AQS,410290133,1,9.3,ug/m3 LC,39,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/5/1999,AQS,410290133,1,14.7,ug/m3 LC,56,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/6/1999,AQS,410290133,1,17.3,ug/m3 LC,62,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/7/1999,AQS,410290133,1,12.2,ug/m3 LC,51,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/8/1999,AQS,410290133,1,4.7,ug/m3 LC,20,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/9/1999,AQS,410290133,1,5.7,ug/m3 LC,24,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/10/1999,AQS,410290133,1,12.7,ug/m3 LC,52,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/11/1999,AQS,410290133,1,14.7,ug/m3 LC,56,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/12/1999,AQS,410290133,1,25.7,ug/m3 LC,80,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/13/1999,AQS,410290133,1,15.7,ug/m3 LC,59,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/14/1999,AQS,410290133,1,9.7,ug/m3 LC,40,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/15/1999,AQS,410290133,1,8.5,ug/m3 LC,35,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/16/1999,AQS,410290133,1,6.7,ug/m3 LC,28,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/17/1999,AQS,410290133,1,10.9,ug/m3 LC,45,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/18/1999,AQS,410290133,1,9.4,ug/m3 LC,39,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/19/1999,AQS,410290133,1,14,ug/m3 LC,55,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/21/1999,AQS,410290133,1,5.8,ug/m3 LC,24,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/22/1999,AQS,410290133,1,6.4,ug/m3 LC,27,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/23/1999,AQS,410290133,1,8.9,ug/m3 LC,37,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/24/1999,AQS,410290133,1,3.3,ug/m3 LC,14,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/25/1999,AQS,410290133,1,4.8,ug/m3 LC,20,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/26/1999,AQS,410290133,1,2.9,ug/m3 LC,12,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/27/1999,AQS,410290133,1,4.4,ug/m3 LC,18,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/28/1999,AQS,410290133,1,6.2,ug/m3 LC,26,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/29/1999,AQS,410290133,1,2.6,ug/m3 LC,11,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/30/1999,AQS,410290133,1,4.3,ug/m3 LC,18,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
3/31/1999,AQS,410290133,1,4,ug/m3 LC,17,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
4/1/1999,AQS,410290133,1,10.5,ug/m3 LC,44,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
4/2/1999,AQS,410290133,1,12.1,ug/m3 LC,51,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
4/3/1999,AQS,410290133,1,4.5,ug/m3 LC,19,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
4/4/1999,AQS,410290133,1,5.4,ug/m3 LC,23,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
4/5/1999,AQS,410290133,1,6.5,ug/m3 LC,27,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
4/6/1999,AQS,410290133,1,9.1,ug/m3 LC,38,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
4/7/1999,AQS,410290133,1,10.3,ug/m3 LC,43,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
4/8/1999,AQS,410290133,1,5.2,ug/m3 LC,22,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
4/9/1999,AQS,410290133,1,4.6,ug/m3 LC,19,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
4/10/1999,AQS,410290133,1,3,ug/m3 LC,13,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
4/11/1999,AQS,410290133,1,7.9,ug/m3 LC,33,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
4/12/1999,AQS,410290133,1,7.8,ug/m3 LC,33,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
4/14/1999,AQS,410290133,1,8,ug/m3 LC,33,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
4/15/1999,AQS,410290133,1,6.4,ug/m3 LC,27,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
4/16/1999,AQS,410290133,1,8.7,ug/m3 LC,36,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
4/17/1999,AQS,410290133,1,11,ug/m3 LC,46,Medford - Grant & Belmont Sts. (MGB),1,100,88101,PM2.5 - Local Conditions,32780,"Medford, OR",41,Oregon,29,Jackson,42.31411,-122.87923
